score,text
1,I go with the basic wash for $6.  Gets my car pretty clean.  The vacuums do a great job sucking up the dirt on the floor mats.  I'm in and out in less than five minutes with a clean car!
0,"So they have a foursquare check-in special...and the geniuses behind the counter don't even know what foursquare is.  Nor could they find the manager for help, so everyone in my party didn't get that she gave us a $1 off instead. =bad training bad management\n\nThey also have different burgers here then their other location aka no Turkey Burger or no Buffalo Burger it was one of the 2 b/c that's all I eat. No bueno. Not happy *again*\n\nNext, this is a burger place HOW IN GOD'S great earth do you run out of KETCHUP. That's just a plain old sin! That should never happen= bad planning bad management \n\nBurgers and ketchup are like best friends. Fries and ketchup are too.  shame I say shame.\n\nBurger was OK, not life changing, probably would've been better with...you guessed it, KETCHUP!"
0,"Bad business, bad service.  The only thing keeping this place in business is their awesome volleyball set up.  Place is trashy... so is the guy whose family owns the place.  If he isn't trashed and offending customers, and employees, then he probably isn't working."
1,"I really like the pizza at Garcia's and I'd probably go more often if it didn't involve venturing onto campus or driving clear across CU.  The pizza is also usually cold (they don't seem to be getting a lot of business these days), which definitely has a negative impact on the flavor.  The prices are a bit on the high side for what you get, but not enough to be too concerned about it.\n\nBoth locations have kind of a pathetic vibe.  I know Garcia's used to be THE pizza place on campus years ago, and the restaurants definitely have that has-been thing going on that kind of makes you cringe with embarrassment for how far they've fallen."
1,"I went to Oyshi for All you can eat last week. The all you can eat menu is huge!! there is so much to choose from and everything we ate was great! The atmosphere is great, the food is delicious and fresh, and the presentation if fantastic. They also play trance music - ha!\n\nDishes I liked:\nHamachi Trio Roll\nAlaskan Roll\nDynamite (MMM)\n\nThere was a lot more but I can't remember anymore. The only one I wasn't so keen on was the cayenne albacore (this wasn't that great). \n\nfor $26 per person for dinner, this is a great deal especially because you can easily eat more than that value!"
1,"The food is good, though the burgers are a *tad* on the greasy side. I get a kid's meal and it fills me up perfectly. Staff is always nice, even when there's a rush, but there's no place to stand and wait for a take out order aside from next to the soda fountain and trash."
1,"I love the food here. This was my 4th visit. Our waiter was awesome. Good sense of humor. We used a groupon, yessss Sir. Our waiter suggested different margaritas, my bestie had strawberry & I had a Cadillac margarita. All I can say is delicious. At the end the cashier tryed to over charge me but it was taken care of. I will be back."
0,"Have been coming to Golden Canyon for at least 20 years.  The food has always been exceptional but the service has been poor at best.  Ate there again this week and the food was excellent. HOWEVER, the service was terrible!!!!!   There were only 6 people eating in the restaurant but the service was very slow, the waitress disappeared after delivering our meal, and never checked to see if everything was correct or if we were happy.  My husband gave explicit instructions about having his appetizers with his meal but she delivered it with my appetizers.\n\nThe staff were sitting around talking rather than checking on the customers and carrying on like it was a gab session.  Very poor staff training.  \n\nMy husband and I are giving it some thought as to wether or not want to return.\n\nWent there to give it one more try. Service was better than before but still mediocre at best. The Orange Chicken had very little sauce and couldn't be eaten over rice because it was so dry. Chicken was way overlooked. Had to ask several times for our wine & water.   Hubby's Lemon Chicken had very little sauce also and was dry.   Probably last time there. After all these years the place has gone downhill."
1,"ADORABLE. With Earth Day events and focus on the environment this month, I am proud to say I did my part by shopping at this store. Gift giving never felt so good. \n\nAll the lovely knicknacks are made from recycled material. They also support local artists. You can find many things for your home; from decorative lamps, prints, wall art & even vintage clothing and shoes. They even customize license plates for decoration, each letter/number is taken from an old license plate from different states. And nothing looks junky!  Finally the best part, the item is placed in a bag that is made from recycled newsprint and wrapped with ribbon from used cloth. So much thought and care, it's refreshing. If you're stuck for a gift for that person that has 'everything' then this is the place you're looking for. \n\nIt's located inside the Market place of Tivoli Village and when you're done shopping you can enjoy a snack and glass of wine at the Seasonal Menu inspired View Wine Bar on the same floor. \n\nNow that's a environmental cause I can support anyday!"
0,The buffet was huge with a ton of options but nothing I had was very good.  It was really expensive too for mediocre food.
1,One of the best Indian restaurants in Pitts! Great food !
0,I went here because Yelp reviews said it was one of the top places for Chai and Patisserie in the Plateau neighborhood. If you're coming here for the same hope of getting a good baked treat and a delicious chai you will be SORELY DISAPPOINTED. Their Chai latte was a hot mason jar of milk with a bland bag of chai tea in it. Maybe the people who suggested this place for chai are missing taste buds or had never ordered chai before. I'm a huge chai fan and so this place annoyed me to no end. Don't stick a bag of chai in a glass of nothing but hot milk and call it a chai latte. Take it off the menu. Also patisserie is not the right word for this place. The only thing they had to offer were giant chocolate chip cookies. Thanks for nothing Yelp. Hope my review saves others from walking to Cafe Neve for nothing.
1,"We were lucky enough to be here for the All Star Band (10:30 to 2:30 most nights), which I highly recommend! 11 players and guest singers that belt the blues and MoTown with power! TJ Barth is an amazing flailing blues guitarist, a terrific brass section (Sax, trump, slide trombone and a tenor sax) A key boardest with a G3 Organ and a hard driving drummer, knocking it out! Tunes were varied, but my favorite was \""Midnight Train to Georgia\"" \n\nReally mind tripping blues! \n\nThe food server was personable, fun and attentive. I nervously ordered ribs, my sexy sidekick g/f ordered fried catfish. I am happy to report we could have been in Memphis, the food was that solid. \n\nPrices were fair, no cover, and we got to keep the glasses as a souvenir. GREAT PLACE and we both hated to leave. \n\nTip : get there a bit early and sit in the padded booth stage left. Great view. Perfect stop after seeing the Beatles LOVE."
1,"The menu here has so many selections that I don't know where to start. Besides the menu, they post specials on the wall written in marker on printer paper; sometimes its difficult to see all their specials while you're seated, so you have to get up and move around. Weird, I know.\n\nI've been here twice and let me say, I am giving this place 4 stars for creativity and authenticity. You really can't find this kind of Japanese food, and if you do, its rare. My favorites out of everything I've tried would be the shabu salad, uni in ponzu sauce, and yellowtail tartar. Everything else was good, but it didn't stand out to me.\n\nI would love to come back to try their other dishes and specials. BTW this restaurant is open until really late, which is a bonus for a late-night snack."
1,"This place is pretty cool: they have a great selection of healthier foods, wines galore, and the staff is the coolest - they're the friendliest bunch of people. I guess the biggest thing here, though, is the food. They have a ton of tasty stuff that I can't usually get other places (Orangina!). \n\nThe only downside to this place is that it's kinda pricey. The other day I got enough food for a small family barbeque (a bottle of soda, some carne asada and pollo asado, salad fixings, chips, dip) and spent like $50. I bought the same stuff at the Fresh and Easy the other day and spent like $30."
1,"After an eventful first day in Las Vegas; a day where everything that was planned seemed to fall by the wayside due to timing, Brand Steakhouse saved the day.\n\nAfter our original dinner reservations at PRIME fell through due to timing, we decided to give the Brand Steakhouse downstairs a try.  Despite many reviews talking about the lack of quality restaurants within the Monte Carlo and they do not recommend this place, I decided to heed the advice of one my co-workers and give the place a try.  We originally made reservations for 6:45 but decided to pop down around 6 to see if anything was available beforehand.  I am glad we did because the place was relatively empty and we were seated immediately which saved us time and allowed us to not rush as much to ensure we made our show on time.  \n\nOur server John was great, real down to earth, helpful in making suggestions and telling us of the specials for the evening and staying on top of everything.  We aren't drinkers so they quickly ushered away our unused wine glasses and our iced teas and water came out quickly.  Being as this was not the intended restaurant I went in with no knowledge of the menu but quickly settled on the 8oz. Filet Mignon (cooked well done) and a loaded baked potato on the side.  Yes; I know, well done and Filet do not go together but I don't like the pink and bloody steaks and am often told my steak more resembles a hockey puck or shoe leather as opposed to actual meat.  Well rest assured, Brand cooked the steak well done and it was still full of flavor and absolute perfect for my liking.  This to me is the surefire sign of a good restaurant, being able to adapt to a customers wishes and still deliver a great product.  I know a few other restaurants who could learn a thing or two from this place.  Both the steak and potato were delicious and quickly devoured.\n\nMy wife, who tends to eat much lighter and healthier than I, went with the crispy chicken.  This came sitting atop a bed of garlic mashed potatoes and she seemed to also really enjoy the dish.  We decided to go with the New York Cheesecake with berry compote for dessert.  This was quite a large slice for the price and being as we were sharing it, the size was quite adequate to close out the meal.  The food, service and ambiance were all amazing and for the price this place would be hard to beat on the strip.  For 2 meals, 2 drinks and dessert our bill was $113 bucks and after a generous tip we got out having spent significantly less than we would had if our original plans did not fall through.  I would definitely recommend this place and would love to come back here again."
0,"Very disappointed. If you frozen food (except the eggs) heated up, boxed pancakes and waffles. This is the place for you. Save a few dollars and go to Denny's or IHOP\n\nService Good, and Fast only reason I gave it 2 stars."
0,"This place has a really nice atmosphere, several good Italian beers on tap and a wonderful wine selection.   \n\nThe problem is I have eaten here four times in two years. The two times I had seafood with the pasta I got sick. Like almost food poisoning sick. \n\nNormally I would not have gone back after the first time but my wife loves the atmosphere here. So after 6 months or so I would give in and give La Stalla another try. The seafood appetizer did not sit well with her this last time so we won't be going back again for another try in 6 months. \n\nThis place is busy when the resort is full and not so busy other times so maybe we were just unlucky and got some old seafood.  The problem I had with the non-seafood dishes I tried is that they were just OK and you can get just OK Italian food in Chandler at several other places for 1/2 what this place charges.\n\nWe had excellent service 3 times and rude service once."
1,"We stayed at a two queen room in the north tower\n\n[+] asked for a room upgrade during labor day weekend and we actually got it! from south tower to north tower, no extra cost either so yay!\n[+] the room was pretty spacious\n[+] Paris is attached and is right next door\n[+] in the middle of the strip so it's a pretty nice place to be\n\n[-] casino is on the smaller side\n[-] faaaaaar walk to the pool\n\nI would love to stay at Bally's again!"
0,"This restaurant is in an awesome location. A group of five of us decided to eat there because the happy hour menu seemed really good while we were walking by. When we asked to sit at the bar they said it was full which was fine but, they refused to let us order off of the happy hour menu. Apparently sitting twenty feet from the bar makes the food disintegrate. I offered to pay full price but there was nothing even similar on the menu. The waiter seemed so irritated that I had even asked if I could order something from a different menu that he didn't decided he wasn't going to wait on our table. Half the food came 10 minutes before everyone else's food. He didn't refill anyone's drink. One of the people in our party asked for lemons which arrived 15 minutes after he asked. There are so many extraordinary restaurants in Vegas that I would never go back to this place."
0,"I will NEVER go here again. I was charged $50 for a fill! Not a new set, just a fill. Absolutely ridiculous. The job she did was decent but definitely not $50 worth! You can get better service for less elsewhere."
0,"Worst experience!  Wanted it to be good because the LA is good.  No such luck!!Would rather go to IHOP than every go back!  The service was rude and very inexperienced.  The food was brought out cold and tasteless.\nAttention: Save your money, taste buds and sanity!  The LV Griddle is a waste of space!\nPlease note: this place does not deserve the one star I was forced to give them!!!"
1,Great selection of healthy choices. Love that they have juice and pretty good options for gluten free. Love the new set up too
1,"The  people were really friendly, it wasn't expensive. Only complaint is the wait, we waited a little but, but the service over shadowed that."
1,"I love being able to do some spring cleaning and get paid for it.\n\nCleared out a majority of the dusty DVDs and some of my games for my old GameCube and the Wii.  When I say a majority I mean one of those cardboard file boxes, two large plastic totes and a slender plastic tote.  All was gone through and decent amount was given to me for nicely taken care of DVD/game collection I no longer wanted.\n\nStaff was friendly and accomodating.  Always seem to have a smile on their face.\n\nNote: if you do decide to sell items here and don't want the cash, you can get I believe 30% more if you opt for the store credit."
0,"This used to be a favorite brunch spot on the weekend. Today, the service was again very slow. The Puhle Mumari ( an eggs Benedict type dish, and always my favorite) was disappointing. The sauce was sour rather than pungent and spicy and the  mung bean patty was flat. Bummer."
0,"Probably the worst Panda Express location that I ever been to. I frequent the one on ocotillo and Arizona Abe but being late for dinner and in the vicinity of this location, thought of giving a try. They Are open until 9:30pm everyday and I went in with my kids @ 8:00pm but they already cleaned out all the dishes and cleaning the kitchen. There was a beeline of customers wanting to order food and all that left is orange chicken and some steamed veggies. I ordered steamed veggies and the person behind the counter just shoved orange chicken in my bowl and closed it shut. I told her I don't want chicken but she just ignored me. My daughter ordered white rice and she just shoved fried rice in the bowl and shut. Repeatedly told her we didn't want it but she didn't care. She was talking to other staff on Spanish joking about us while we were still ordering. Overall, a very unsavory and rude staff ruined my files dinner."
1,"I missed out on Serendipity last time I was in NYC, so when I found out there was a location at Caesar's I knew I had to try it. That was all I wanted, so I just ordered at the walk-up window- there's a restaurant side with seating as well. The frozen hot chocolate was delicious, as anticipated! My only complaint: it was a little bit gritty, possibly wasn't blended up as much as it should have been. \n\nThey had a ton of ice cream sundaes as well, which looked amazing. Next time!"
0,"Recently moved to AZ, and made an appointment with Dr. Mendelson to move history, meds and address chronic remission issues.\n\nAll I got for my dollar appointment was a $140 dollar patronizing scold,\n\nI would highly recommend finding a doctor who actually cares about his patients and their issues."
0,"Go anywhere else in the Bellagio if you want good service. We tried eating at the bar, waited over 40 minutes for 6 pieces of sushi to show up. The waitress forgot to bring our second round of drinks, we ended up cancelling the rest of our order... the food quality is overrated. The man sitting beside me left because he didn't want to suffer the same fate. Furthermore, the food service manager had nothing to say after we advised him of what had transpired. I find this unacceptable.\n\nWe travel extensively and dine frequently. I highly recommend hitting up Olives or Michael Mina if you want real food AND good service."
0,"I should've written this review ages ago! For awhile I thought that this place was pretty good, but then I got a car wash over at Octopus on University. I then realized how good of a wash I should have been getting. Since then I haven't gone back. When Mermaid has a crazy deal, it's ok for the price. Otherwise I wouldn't recommend it. They just don't clean the interior as well as Octopus. Every employee I've dealt with is very, very nice though."
0,"Do not go to this LA Fitness, or any other for that matter. 24 Hour is much better. This LA Fitness over promises to get you to purchase memberships and training sessions. They hard close you and tell you things that aren't true to get you to purchase their membership. I was told that I didn't need a membership to have my personal training sessions, and then a couple weeks later after I signed agreement got a notice that this wasn't true. Had to call corporate to get this reversed. I cancelled my membership a couple months later because I moved and then got billed again the following month. Called this location to get the charge reversed and they hung up on me twice while transferring me to the GM and then said that the GM wasn't available. Very shady practices here."
0,"I wish I can put no stars!!!! STAY AWAY FROM THESE PEOPLE!!!! First they are off the airport. Second No air condition in the shuttle. Third No respect. Forth and the most important They pushed you to get their insurance which you already have through your credit card and if you don't accept it, they will find no existing damages to get money from you. Upon returning of the car the woman who inspected the car told me I have a bumper damage, I looked very careful and even took picture and there was no damage as they stated. They wrote it on their report and there is no way to make them deleted it. I wanted the manager to check on the car and show me where the damage is. He said that's not my job and he said I don't know what's going to happen later. Is it an answer from a Manager?  Please people , if you want to save yourself the hassle of dealing with people who don't have any moral fiber, don't get a car from them. They destroyed my vacation upon arrival and leaving. DON'T GO THERE even if it looks cheaper , in the end you will be totally harassed."
0,"During one of my business trips last week, I decided to try a lesson in time management and actually get to the airport on time. Not only did I succeed, I arrived early enough to grab a bite to eat so I'm not stuck with peanuts. Enter: Sauce.\n\nNot too shabby of a place for being inside an airport, I guess. I'll have to agree with a reviewer below me - the service is \""ehh\"" and they don't care about much more than taking an order. For example, it was my first time and I had a couple questions about the \""build your own pizza\"" and the guy at the cash register was less than thrilled. I ordered a glass of chardonnay and he asked me if I wanted ice... oh God. Why didn't I just turn around at that point?\n\nSo I ordered a basic pizza. It had some fancy name to it, but it was just a cheese pizza. Thin crust, minimal sauce (the irony) and not much to be remembered. So I ordered another glass of chardonnay and sucked it up. \n\nNote: The seating arrangement is awful. There are bar stools and tables and you won't find a seat for awhile because the tables seat up to 4 people, and if 1 person took that table - they won't seat you there. \n\nHowever, it is probably the best you'll get if you need to dine in at the airport - unless you want McDonalds or some crap Mexican food. The prices aren't bad (about $9 for a whole pizza and $5 for chardonnay) along with a variety of other items (pasta, salad, sandwiches, breakfast food). Maybe I just ordered the wrong stuff, but I don't see myself going back for round two."
1,"We eat here once a month or so.\n\nYes it's very busy, yes it's hard to provide 'great' service when it's busy.  But they do a good job still.\n\nGood food, good prices, we keep going back."
0,"Wife and I stayed at the palms on June 28th and decided to buy the groupon for two.  One word...DONT.  Have you ever seen the Movie Vegas Vacation?  Remember when cousin Eddie made the statement the bread pudding is extra runny tonight, well that decribes much of the entrees and Dessertat the Palms Buffet.  We had the all you can drink Beer as well, but we were so disappointed that we decided to not partake.  Only thing that was worth eating was the \""Prime Rib\"", they are kinda skimpy but just tell the guy to keep cutting.  Definately overall a thumbs down"
0,"The food here is just great. The pho and eggrolls are the best I have tasted. The only problem is the service. I've had one of the young guys twice already, and he has chosen other people before myself and family. Maybe he's bias, but how is he going to take the order of some else who was there after us. When we told him we were there first he, he still brought their good first. I'm sorry I'm not white, but this discrimination is ridiculous. Trust me we are not difficult people and we tip really well."
0,"This is typical of the overpriced diner but with neato interior design in Las Vegas. Great for groups and drunk eating if that's your bag, baby."
1,"The sole reason we went here was because of the man vs. food coverage of the fried chicken waffle. It is tucked in the middle of the casino, but you see it clearly marked on the escalator going up.\n\nThe line was out the door even when it was only 11:30am. Wanting a quick brunch, we toiled around for 30min before been called. I was actually surprised that I did not see more people ordered the fried chicken waffle, but when ours arrived, people were asking to take pictures of our food. It was HUGE. Good thing we only ordered the fried chicken waffle between the two of us or we'd be lugging doggie bags with us for rest of the afternoon.\n\nGreat place to take people who haven't been."
0,Very slow service! Sushi was just average. A little pricey for the food/service/ambiance. Probably my first & last time here.
0,"Ambience was a little odd but ok.  We ordered the pretzels with the cheese fondue to start off with.  The cheese was cold but it eventually melted with the candle under it.  The pretzels were only hot on the top of the top layer no doubt from a heat lamp.  They were cold inside.  Otherwise they had a good flavor. \n\nFor the main course I had the fried chicken.  The chicken was not worth the wait.  The French fries were burnt,  the Cole slaw was nasty, and the biscuit was cold,  although the butter was melted.  My wife had the prime rib and was not impressed either. \n\nThe 2 stars are for our waitress.  She was really nice and she can't be responsible for the menu"
0,"I waited till my third visit to write a review on Agave.   Going to Agave is probably like dating a ditzy supermodel:\n\nLooks fantastic.    \nGorgeous! inside and out, day or night.  This spot tricks you into thinking you are not in Vegas...and the patio is cute, cute, cute!\n\nVery sweet.     \nYummy desserts and margs (cucumber cilantro gets my vote).\n\nEmbarassingly slow.  \nAll three visits. This last time, we sat at 6, food arrived at 7:14.  Seriously?\n\nLacks substance.     \nEntrees are just ok, def NOT worth the pricing.  White corn chips are horrid (stick to the blue ones).\n \n\nAgave is a great spot to take someone for a drink (you will score bonus points), but eat somewhere else."
0,"Horrible dry and bad smelling burgers. Tried the Angus deluxe as well as the Grilled BBQ chicken wrap. Both were dry and tasted like foam, but smelt of rotten carcass. Mea Culpa for trying McDees..."
0,"I first of about this place from a friend who was dying to check out this frozen custard. She mentioned that Food Network had done a small segment on Luv-It and their amazing frozen custard.\n\nThe first thing I envisioned when she said they sell frozen custard on the strip was frozen custard from a Dim Sum restaurant. I thought this was odd...\n\nWe get there and I am completely wrong. It has the consistency of soft serve yogurt, but does not taste like it. We shared chocolate and I have to say, the texture and aftertaste caught me off guard. \n\nIt was a cool experience, but I won't be going back. At least I know what frozen custard is now and I won't be envisioning Dim Sum custard anymore. =)"
0,I couldn't even sit for more then 5 minute while my oil was being changed without them making me get up to try to sell me something. They even tried to sell me on some charity thing. I came to get an oil change! Also they didn't turn of my service light which was on because I needed an oil change.
0,"My husband and I got \""married\"" here on in 2010--we loved the drive-through and wonderful service.  Rev. Nature Woodall did a fabulous job of making our quick little ceremony special and we really enjoyed the non-traditional aspects of the chapel--the service was religious even for a civil ceremony which I would have passed on if given the chance...\n\nBUT the chapel never sent our marriage certificate to the recorder's office (as evidenced by my attempt to get a certified copy through the proper channels).  Now that I am trying to get insurance coverage for my husband, they are running me in circles telling me one day that I need to get it from the \""recorder's office in Clark County\"" (we obtained the license in Washoe county so that is false), the next week I was told I needed to go to \""the courthouse\"" (also false), now that they are \""searching for records in a storage unit that is not nearby\"" and want us to continue waiting to hear from them.  UNACCEPTABLE!  \n\nBottom line, they will probably take great care of you if you are spending a lot of money,  but in our case, a $50 drive-through service did not warrant proper filing of paperwork.  Obviously this is causing major problems for us after the fact: insurance, taxes, etc.  Bride and groom BEWARE!"
1,"Great food, staff and atmosphere!"
1,"Simon is best known for their fun Sunday brunches.  For $39 bucks, you can order anything off the a la carte menu (omelettes, pancakes, french toast, potatoes, candy, etc) and have full access to the buffet style offerings (sushi, shrimp, sandwiches, etc).  There is also an all you can drink mimosa or bloody mary bar (~17$).  The staff is AWESOME!  We were greeted by the BEST general manager ever, Mr. Q!  He was so friendly and accommodating.  I requested some MARIAH and next thing you know, Mariah's greatest hits is blaring from the speakers.  The restaurant is very low key and I believe they may even have themed weekends were people dress up in costume.  Honestly, you wouldn't be out of place if you showed up in your PJ's."
1,"Love this place. Inspired, creative, and beautifully prepared farm-to-table cuisine. Just got back from 2nd time here and it confirmed that the 1st dinner was no fluke. Nicely diverse menu, love the use of seasonal and organic veggies. Everything I've ordered or tasted here (Duck Three Ways entree special, Pork Osso Buco entree, various appetizers, sides & desserts) has been outstanding. Service has always been warm and attentive, even on an uber-busy Saturday night. Like the open kitchen and the whole vibe here; energetic but not too loud & hectic.  Enjoyed the 50% off Sunday Night special on Arizona wines -- surprised my out-of-town snobby parents (\""Arizona wine? That can't be any good\"") with a wonderful Keeling Schaefer Syrah. Prices are way reasonable (entrees $12-$21) for the quality and portions. A great evening out."
1,"Nice little joint you guys got here tucked away in a plaza off of East Sunset Road.\n\nI ordered the number 1 combination which consists of 6 Wings, Fries, and a Drink for 8.29 plus tax. I chose chipotle honey barbeque sauce for the wings which has a nice combination of sweet and spicy. The wings themselves has a slight breading on it which gives it more of a crunch to its crispiness.\n\nAs for the fries, SHOESTRING! I dont think I have had shoestring fries that good in a long time. If anything, I would go out on a limb and say it was even better than the wings! I can only fantasize how good their chili cheese fries might be. \n\nThey also have chicken strips, burgers, and a salad with your choice of grilled or fried chicken. \n\nNow for the downers. Their prices are bit high for your basic chicken wings. The biggest thing I think that doesnt make sense is that they dont serve you any sauces with your wings like ranch, blue cheese, etc. Of course you can have your choice of dipping sauce but only if you wanna pay extra. Also if you want veggies like celery or carrots, that is also a separate charge. WHAT? When you think of wings, you see a plate or basket full of wings, fries, veggies and dipping sauce. That right there is perfection. I can think of many other places that give you dipping sauces and veggies included with your meal or at least free when you ask for it. \n\nWith everything mentioned, mostly good and a little bit of bad, this warrants 4 stars. To the owners, if you are reading this, a little bit of sauce and veggies goes a long way."
1,"Me and my crew were hitting the late night showing of the Hangover tonight and we decided to grab dinner at Kabuki, which was a very good choice. Our group of 7 was seated near the sushi bar and our server quickly took our drink order and came back and took our app and meal orders. I had the california roll (crazy I know) and the mixed tempura appetizer, both of which were really good and not expensive at all (the food alone was ~$11). Add a drink and the tip and tax for a large group and it turned out to be a little pricy of a meal, but the restaurant has a really cool vibe and it was definitely an enjoyable experience."
1,"Fresh and healthful food make this place a go-to in my book! \n\nNeeded a quick dinner around 8pm but didn't want to eat too heavy. We decided to try zikiz. I had a salad with chicken as my protein and the zikiz dressing, which was fantastic. A light vinaigrette that was delicious and refreshing. The ingredients were fresh. My husband had a rice bowl and LOVED it. He told them just to put a little of their homemade dressing and but raved about it and said he wished he let them put more on because it was so good. You can also get wraps and hummus bowls, which I'm sure we'll try some other time. \n\nFriendly service, bright and clean restaurant, fair prices. I'll be back here for sure!"
1,Friendliest waiter I've had in a while.  Mom is in the back cooking and has been cooking for her different restaurants for 20+ years.   \n\nPho was even complimented by my picky 8 & 12 year olds.  LARGE servings of pho and also noodle dishes.
0,"Food was wrong, didn't bring drinks or refills in timely manner, lobster was served cold but they did give us dessert since they messed up the order so bad."
1,"So here's an update to my initial review for gold's gym. \nScott, the director for the personal training programs; assisted me in canceling my personal training program I had signed up for.  He was really nice,  professional,  & very timely/efficient. \nMy refund of my deposit was sent back to me as per what was told to me & there were zero issues. \nI have to say,  I'm really impressed. I know this gym doesn't have a ton of glowing reviews BUT they really deserve a billion gold stars from my perspective. \nI will definitely be referring others here. :)"
1,"For a moral lunch, I got the office a half dozen cupcakes and half dozen cookies. \n\nThe red velvet cupcake and cookies are AMAZING!!! \n\nThe salted caramel is delicious too! I didn't get to try the others, but the plates were empty in the matter of minutes (and this office doesn't care for sweets, so that says a LOT). \n\nTotally recommend their deserts here."
1,"I tell ya since this place opened up a few months ago, it's quickly moving up my list of Favorite \""watering holes\"". Although, it does get very crowded on a Friday/Saturday nights, I like my weekend breakfasts or lunches. The staff is super friendly and very cool. Nothing beats a cold beer or a shot or two at this place. Cheers!!! :-)"
1,I love this place! I always make sure to eat there whenever I'm in town. Their juices are delicious. Their Acai bowls are excellent! The staff is always very friendly! I would recommend their tuna sandwich and vegetable hummus sandwich!
0,"Friend mentioned this place on FB & since I drive past there frequently I decided to give it a try.  I would love to give it more stars because the wait staff was wonderful, friendly, fast & kept our drinks filled.  Unfortunately, a fight including \""F-Bombs\"" in the kitchen with the accompanying sounds of things being thrown as apparently some poor staff person was being verbally assaulted made us very uncomfortable.  Then my \""hand-breaded\"" chicken fried steak arrived, looked just like the frozen ones at Costco, tasted like the same brand Village Inn/Denny's/I-HOP use. The home fries were dry & inedible as were the biscuits.  Coffee was good, so was the sausage gravy, but next time I want breakfast out I will head south to Chase's Diner."
0,"This was the most horrible experience. I am an avid restaurant goer and haven't had a BAD experience in a very long time, until now. We finished our meal. Waiter never checked on us mid way.  At the end, I had to go up to the desk and ask for the check. Took us 1 hr to cash out. No Rhyme or reason - we were not a bothersome table. My family of four ate, didn't ask for anything. We told the waiter at the beginning of our order that we needed Spring Rolls at the end. We finished our meal for a good 15 minutes before I had to walk up there myself.  Why did it take us 1 hour to cash out?  Because they suck at telling us our additional to go order of an appetizer was too hard to fulfill because they are out of spring rolls.\n\nThat's just dumb. One hour to cash out. Very poor service. The food was good. Average good food. But I will never come back to Jenni Pho again. I don't care how \""creative\"" that name sounds."
0,"I'm a huge fan of Steak n Shake's happy hour which is from 2-4 am and pm on weekdays.  They have half price shakes and drinks, which is a really good deal.  Unfortunately, this particular steak n shake can't make a good milkshake.  They always taste odd here (too much syrup or poorly blended?).  I've been here at least 3 times, and they're always bad.  So, now to satisfy my cravings I tend to drive up to the prospect one.  \n\nThe food, on the other hand, is usually about your average steak n shake fare, so long as you stay away from the shakes, you might enjoy your experience (but who really would want to go to steak n shake and not get a shake?)."
0,"I have been to Different Pointe of View with my family for Easter years ago.  Last night was my first time back to the restaurant and could not have been more disappointed.  In walking into the restaurant you are greeted by a very musty, nasty smell.  The upkeep of the interior could use some work.  The view, as always, is beautiful but that is about it.  The food was mediocre but priced at fine dining prices.  Would not go back. Almost forgot, while waiting for our car I noticed the menu posted in a case outside.  The case had a Yelp sticker on it.  How tacky for a fine dining restaurant."
1,"Located on Rose Street, I popped into Rock Candy the other day for a wee nosey around. I spotted their Xen collection in the window and have a few guy friends who love this range. It's made out of stainless steel and at reasonable prices too so perfect if you have an allergy to precious metals.\n\nI also noticed their Latham and Neve collection which I love! I got a Latham and Neve love heart pebble necklace for my 18th birthday and went through a phase of wearing it every day for around two years. To be honest, I had almost forgotten about my little pebble necklace but after seeing the same one in all it's glory yesterday I'll need to dig mine out of my jewellery box. These necklaces are gorgeous and you can get them with a chunky silver chain or just a regular snake chain. They're also quite reasonable priced, between \u00a370-\u00a3120.\n\nThe shop was very organised but for me, it kind of lacked any atmosphere, there wasn't any music and even though the shop assistant said hello and asked me if I was just happy browsing I got the feeling she would have preferred if I was wearing a fur coat adorned with diamonds. In my sneakers I was left to browse which to be honest, is probably a bit better than getting the hard sale."
